pAD,pAR,UniprotEntry
0.7831963,0.19441658,Q15742
0.83004636,0.18277687,P40763
0.8270503,0.18476263,P05067
0.8333633,0.14959407,P15336
0.69600713,0.2872385,Q9Y6W6
0.6426553,0.3861912,P48023
0.78565204,0.20453373,P61586
0.85328627,0.1362621,P05412
0.75792664,0.25680527,Q01892
0.7475781,0.3020847,O60239
0.24954295,0.78249365,O95163
0.84499395,0.14675668,P17535
0.7501241,0.29190376,Q9UQF2
0.8212321,0.17595695,P04637
0.7446026,0.24032755,Q9BY84
0.37767863,0.61507475,Q13115
0.7603999,0.23739533,P28562
0.35916495,0.776463,P09211
0.75842524,0.2616105,P22736
0.8339516,0.19059224,P49715
0.8403191,0.16426997,Q96EB6
0.8686435,0.117426515,P16104
0.881684,0.11171734,Q9UKV0
0.8299889,0.16008219,O75928
0.54339296,0.44574127,Q13202
0.6928056,0.3267695,Q9UM11
0.7841961,0.21331598,P46527
0.25632325,0.7782919,O43379
0.3905385,0.69386023,Q14653
0.46691146,0.50877875,Q9P055
0.7710678,0.21885267,Q9BPZ7
0.80798274,0.18942133,Q14934
0.3704014,0.67583877,Q99640
0.5376392,0.66175115,P29508
0.67450196,0.34778655,P42771
0.6510657,0.3742779,Q8N726
0.81059104,0.20879532,P10636
0.8304538,0.17862575,P23443
0.7860578,0.24806547,Q07817
0.73633057,0.27285314,Q92870
0.77067614,0.23655555,P49023
0.8672845,0.11575579,P68431
0.7368903,0.271241,O15530
0.7778016,0.24571273,P10415
0.7850274,0.21786806,P52565
0.86353654,0.13267036,P17947
0.77668715,0.24196167,P06239
0.85973465,0.12192832,P10242
0.8492327,0.14871803,P01100
0.8204764,0.17844467,P41970
0.7415563,0.25715128,P31947
0.8548851,0.15022676,P04150
0.8631315,0.13781072,P03372
0.7332679,0.30190864,P19438
0.6599469,0.36588806,Q00613
0.542871,0.51284087,P42702
0.85217685,0.19244736,Q12796
0.7319404,0.25913298,P01112
0.8151223,0.19222027,Q16829
0.7500789,0.2478844,P49137
0.71367884,0.29933843,P25098
0.81335795,0.18188544,P61201
0.6746028,0.4207819,Q07869
0.9071307,0.086984195,Q8WXI9
0.42834863,0.65645725,P55957
0.61906374,0.4202589,Q9Y613
0.6914349,0.32702783,P15923
0.5080084,0.5298365,Q01726
0.8303157,0.17422359,P17676
0.8065034,0.18224871,Q93045
0.82749146,0.16819249,Q15418
0.44668368,0.581783,O95382
0.8673854,0.13359961,P10276
0.69456583,0.28230214,Q96PV7
0.50314444,0.542661,Q9P219
0.42688456,0.60574615,Q9ULV5
0.42511538,0.64621776,Q14790
0.7336986,0.2786436,P07949
0.3510067,0.72200745,O14763
0.36043912,0.7008844,P14635
0.34696013,0.726887,Q92851
0.8092995,0.1900063,P16949
0.2444619,0.81501603,Q12904
0.8660873,0.13508362,Q06413
0.6091665,0.44011658,Q13424
0.43245554,0.652158,Q9BRG2
0.83505285,0.171704,P14921
0.870086,0.137027,Q9Y6Q9
0.38505468,0.63851434,O60336
0.74814636,0.27720422,Q06481
0.84756416,0.14814553,P50549
0.7780619,0.24486704,Q13387
0.35606858,0.6702851,P57086
0.85171664,0.16259556,P37231
0.6130714,0.43032926,Q15139
0.43882534,0.5964603,Q96LC9
0.83391285,0.14185792,P31946
0.34139016,0.737252,Q6UWB1
0.66214037,0.36290506,Q92934
0.39478204,0.7078307,P47712
0.40678203,0.63063955,P30307
0.72873217,0.32055804,Q15746
0.822171,0.14416325,Q13873
0.8483761,0.13832852,P17275
0.90247095,0.09002529,Q02962
0.8791011,0.11609538,Q13363
0.59415525,0.4357029,P53805
0.8526362,0.1313303,Q8WYK2
0.7624685,0.27525902,P05787
0.8359986,0.16615246,O76070
0.8766218,0.10445469,P84243
0.71599984,0.31266823,Q15744
0.7675156,0.21304901,P26651
0.8725968,0.11798993,Q09472
0.51073515,0.5433202,P38398
0.7849775,0.25020945,Q14643
0.7899644,0.19192342,P41240
0.8016458,0.22246881,P27540
0.8681229,0.12451554,Q92793
0.7329183,0.28948018,Q14457
0.8951195,0.076568134,P67809
0.6397706,0.37187275,Q9UIW2
0.3425508,0.7451893,O15360
0.8171158,0.16976163,Q13153
0.81410635,0.21642962,Q9H8T0
0.41470546,0.6150544,Q96RU7
0.7945428,0.20527056,P15056
0.66488785,0.39475155,P04792
0.28738955,0.722332,P56279
0.8457809,0.27315494,P13645
0.7638116,0.23049332,P04049
0.7578211,0.25830412,P42345
0.82012576,0.17782095,P49841
0.7989165,0.21019343,Q04759
0.7857297,0.22969534,Q05513
0.6808697,0.34439477,Q9UQC2
0.5057657,0.53276014,Q13418
0.82191086,0.1665944,Q16513
0.8742689,0.10824413,P06748
0.57241625,0.46302015,Q9UNE7
0.76319885,0.2213574,P35240
0.87052006,0.12296606,O15379
0.82865965,0.16319464,Q05195
0.86454266,0.14757377,Q9Y618
0.8896322,0.10610148,Q12824
0.8875721,0.10773726,Q92922
0.8346839,0.1701074,Q12778
0.8169649,0.18685825,P46531
0.83524954,0.16939409,Q15047
0.77382827,0.24238549,P49840
0.8716553,0.1259887,P26358
0.73826957,0.26682356,Q13309
0.58833545,0.44052488,P46934
0.60648286,0.41426322,O60858
0.6064379,0.50921357,P53804
0.82952416,0.16438459,P0DP23
0.81315655,0.16239426,Q8IXJ9
0.27775714,0.7612096,Q8N668
0.45545608,0.6390303,O60437
0.776141,0.21089703,P67775
0.5372928,0.5175568,O60346
0.4975793,0.56139946,Q13451
0.77802557,0.23213793,P60484
0.5455094,0.4774242,Q13107
0.40538907,0.62687933,Q969V5
0.28259444,0.8008186,Q92547
0.74323446,0.25049633,Q6R327
0.61059284,0.4073688,Q15257
0.5167483,0.5295734,Q5S007
0.6472374,0.45430583,P09104
0.75301087,0.23994479,P62873
0.67041004,0.38772076,P09936
0.8694513,0.11414023,P12755
0.8710075,0.1343934,P08670
0.65019876,0.42136225,P38646
0.5880488,0.53129125,P29474
0.855867,0.12378913,Q99623
0.8628235,0.12626438,Q92831
0.83533436,0.1630165,O43524
0.7642773,0.24253996,Q9UKG1
0.5753044,0.45835525,O95999
0.86781603,0.091265656,P49760
0.7200716,0.32502642,P60033
0.76952094,0.25656837,Q3V6T2
0.7569716,0.25979573,Q5VWQ8
0.73295844,0.28989792,Q9NQC7
0.6167137,0.41206157,Q9Y4K3
0.6728732,0.35143942,Q9H4X1
0.8327778,0.120671645,Q92600
0.87162477,0.09670996,Q6IE81
0.77878803,0.2201079,P42336
0.49230424,0.5993401,Q8N6T7
0.72470236,0.28709194,Q13322
0.9006265,0.068401456,Q86V81
0.79790854,0.22168916,Q96DZ5
0.47074547,0.5753315,Q53GL0
0.74899757,0.22201349,Q15027
0.6851707,0.34108746,P49918
0.8558076,0.15040962,O95863
0.5812985,0.4566998,Q9UHD2
0.44027126,0.58082706,Q96B36
0.5309039,0.5146094,Q07912
0.8144575,0.18522483,P05771
0.4620795,0.5876659,Q9C019
0.87898535,0.1158806,Q9BRQ0
0.37886104,0.66872466,Q9NPG2
0.48986053,0.5878464,O95433
0.8180126,0.1783891,Q99490
0.90689075,0.060314123,P78362
0.25646275,0.8214939,Q9NVI1
0.4846057,0.54631746,P40337
0.6870604,0.30671474,Q16763
0.40090123,0.63902164,P41002
0.87641335,0.11713124,O14686
0.34674656,0.773057,Q01813
0.86252487,0.17382975,P17302
0.7874275,0.17797917,Q96ST2
0.4590284,0.68795395,P53004
0.43961036,0.67481214,Q15118
0.46925396,0.6097216,Q8IYJ3
0.38884124,0.64915466,Q9P0N9
0.47056013,0.59813654,Q9NS86
0.7147497,0.31779715,P78324
0.8673644,0.11671794,P68400
0.40563363,0.6611762,P25685
0.724393,0.30904353,P42224
0.9148439,0.05948845,P09651
0.8567368,0.12478401,P19784
0.74057084,0.2373757,Q9Y3C5
0.8838759,0.08634855,Q9UKV3
0.4271535,0.644908,Q13315
0.84397376,0.15535799,P08238
0.43993527,0.5125531,Q96F86
0.88253963,0.14492126,Q9Y261
0.7763399,0.24439332,Q92731
0.7766006,0.28111807,P13796
0.8409873,0.14314845,O15105
0.45910013,0.65263015,P13727
0.7122557,0.3552667,Q96QB1
0.40411618,0.6612873,P54274
0.72771734,0.3091543,P21453
0.81347543,0.19219172,Q15121
0.324926,0.74738425,O14757
0.8013906,0.18418543,P54253
0.72399807,0.2607673,Q9NQU5
0.590383,0.48754224,Q13772
0.78261614,0.22436392,P17252
0.17927456,0.8587197,Q9UBP6
0.94063634,0.03189646,Q92879
0.8692576,0.11624561,P33778
0.67831206,0.32845688,O94875
0.7290449,0.27601632,Q52LW3
0.58223814,0.46867624,P14598
0.852731,0.14242136,P17542
0.82500434,0.19386461,Q9H6Z4
0.6595122,0.4291186,Q8WX93
0.6532089,0.42346907,Q8N5S9
0.2971077,0.79861933,Q5T1C6
0.5220702,0.48856238,O14492
0.75480413,0.24074635,P31323
0.64407367,0.39178804,Q04912
0.41092265,0.7527581,Q15119
0.3902399,0.7139224,P09601
0.34973654,0.60555816,O95988
0.34699595,0.7162266,Q13370
0.57649714,0.46538824,Q9UN36
0.6151606,0.42429692,P78371
0.20146509,0.8377581,Q8NCD3
0.51552594,0.52413684,Q6T4P5
0.6730183,0.34146407,O43157
0.49958146,0.56387234,O95716
0.87178034,0.12371895,Q13950
0.5374494,0.5612289,Q07812
0.8296799,0.13087273,Q07352
0.35584217,0.660778,Q9Y2I7
0.13541894,0.8926588,Q96S96
0.81218505,0.17622381,O15151
0.7817185,0.22967613,P07550
0.83420396,0.10958667,P23396
0.8825676,0.10684473,Q16778
0.7196115,0.28093517,P30153
0.39323342,0.6766616,P55211
0.52220577,0.52228606,Q86TI0
0.2540277,0.84802514,P07738
0.8541784,0.14399396,P23769
0.80600077,0.19481434,P35813
0.7416906,0.27466455,P18031
0.33832783,0.6766398,Q9Y3M2
0.75681275,0.56683785,P02765
0.4048058,0.62299246,Q9Y2V2
0.8598408,0.13592845,Q9UKY1
0.87346905,0.13686676,Q15672
0.80680716,0.18217367,Q7KZI7
0.79891723,0.19198754,Q96PU5
0.5561456,0.51681024,Q8NBZ7
0.4288337,0.50231767,Q9NUC0
0.8008545,0.1844022,Q13541
0.60747683,0.3702043,O14641
0.67506385,0.33379263,P49815
0.6187179,0.42565238,O43464
0.77768683,0.25183335,P19634
0.92759544,0.042073786,Q92945
0.1934884,0.8234337,Q96S44
0.92835116,0.07947191,P55316
0.61185807,0.5268689,Q16875
0.80132014,0.42641625,P02749
0.77858144,0.21697348,P24941
0.30159003,0.7121356,Q8TCG2
0.6717656,0.3632879,Q14203
0.50187427,0.58298904,P42574
0.85377055,0.13488193,Q13485
0.8234124,0.10208889,P63000
0.7066598,0.33004943,P52757
0.633872,0.47680598,P05106
0.55318165,0.49010524,P42858
0.38168266,0.73015785,O60825
0.7947866,0.20191549,A7KAX9
0.2759363,0.7361808,Q96D03
0.32614195,0.692102,Q14696
0.7902369,0.2048401,Q05397
0.7713724,0.24348396,Q07866
0.63213885,0.41021982,Q9H0B6
0.49369594,0.6201226,Q5SW96
0.8613177,0.1325708,P41182
0.54786754,0.5963574,O60603
0.5596961,0.44811922,P49703
0.7838127,0.23667398,O00139
0.4800726,0.6571574,O00206
0.47653297,0.6469635,Q9NR96
0.51735604,0.5372721,Q9NPQ8
0.34088254,0.66182154,Q86XF7
0.23694542,0.82525986,O75771
0.33457527,0.7500615,Q9BR01
0.8506677,0.14691035,P24522
0.7362356,0.29926234,O95257
0.72843325,0.28838205,O75293
0.7253838,0.26571998,P52564
0.6162995,0.39292634,Q9BUZ4
0.63414997,0.3876364,P46734
0.7393167,0.275071,Q14289
0.76926786,0.2377416,P0CG47
0.582803,0.45556226,Q9H0H5
0.8100784,0.13763946,P62987
0.5857637,0.4554726,O15264
0.80561966,0.1433252,P62979
0.7095678,0.29931244,P12270
0.746379,0.24295065,Q06124
0.35949415,0.7180445,Q155Q3
0.82421726,0.18782318,Q01082
0.32166657,0.7537036,Q7Z7A1
0.75123274,0.25567758,P29350
0.26843998,0.78251415,O60566
0.67749137,0.31639642,Q12967
0.6482327,0.34938335,Q14978
0.8302565,0.14438625,Q13428
0.78022313,0.20327654,P22087
0.7413276,0.2623226,Q99418
0.7339783,0.2477613,P63010
0.7277155,0.30119807,P21917
0.8382054,0.1029369,Q8TEY7
0.48904413,0.5513977,O60260
0.74354047,0.28224123,P08069
0.6126496,0.4582337,P30556
0.6999744,0.2920633,Q15208
0.6495884,0.4316434,O75688
0.89765745,0.062014624,O95218
0.8742365,0.09760027,Q15029
0.6735174,0.42802516,P06396
0.80649865,0.19393957,Q14247
0.6416876,0.40951857,P14618
0.19511537,0.79809684,Q13367
0.73066306,0.28340462,Q08499
0.6304128,0.45661598,P06702
0.45145768,0.6498688,Q14940
0.63390344,0.361802,Q96B67
0.7570402,0.2246705,P53667
0.45839268,0.6821744,P41222
0.8748454,0.12346163,P68032
0.6207881,0.40889084,Q9BQA1
0.82594424,0.1493231,P13639
0.8150257,0.17843413,Q04917
0.5964648,0.45201498,P0DMV8
0.84648746,0.10077465,Q07020
0.7425563,0.2816978,P11802
0.57170284,0.46524644,P50613
0.89589185,0.08401347,Q9NYF8
0.75710946,0.2688834,P30559
0.30616403,0.72802067,O00567
0.28269038,0.7514059,O00541
0.91423917,0.058524966,P31943
0.6118079,0.4377199,P25105
0.79454917,0.18101992,Q92522
0.86327046,0.11797369,P63267
0.68514585,0.28442,Q9P286
0.87961495,0.1169953,O00629
0.6702609,0.42203805,P05814
0.8736409,0.1124354,O14744
0.7781184,0.20619506,Q9H7D7
0.72837466,0.21317464,P08708
0.85390574,0.109581135,P61254
0.24242006,0.800252,Q96GQ7
0.31695685,0.77825123,P25205
0.42725453,0.5876559,Q96QK1
0.5999694,0.39531997,O94973
0.82585394,0.17056035,P11021
0.8878383,0.08230912,Q9UQ35
0.60537875,0.3834679,P30050
0.8155578,0.182658,Q9Y2J2
0.66741776,0.35840818,P47755
0.91002375,0.06098105,P07910
0.85428363,0.1610112,Q13813
0.22544041,0.80337006,Q9H3K6
0.7771884,0.17573342,P62753
0.73597914,0.30103636,O00170
0.83424586,0.1909142,Q7Z4V5
0.74849033,0.25778854,P30414
0.6874317,0.34810376,O60894
0.84566176,0.1728452,Q16643
0.168935,0.8873142,O75251
0.8233154,0.15209454,O95071
0.779143,0.23249677,Q16602
0.71268,0.28150752,P09497
0.5915104,0.39437065,Q9H8S9
0.8224512,0.20138799,Q9UPA5
0.754829,0.25135282,Q02539
0.72121185,0.33125937,P61073
0.7785946,0.27233934,P0DPH8
0.5512019,0.47757214,Q00526
0.82761836,0.13625395,Q8IY57
0.78117543,0.21902516,P55196
0.72920626,0.2893495,P54105
0.5894792,0.4559503,P52907
0.6164194,0.42668334,P30989
0.7596677,0.3191248,Q9UHB6
0.8715413,0.15623815,Q8IZQ8
0.57762337,0.4644283,Q13574
0.34419218,0.6765489,O00443
0.23274432,0.78814507,Q3B726
0.36094505,0.65473443,Q6DKI1
0.80958086,0.12703532,P61313
0.6125868,0.37079072,Q10567
0.12900418,0.9013098,Q9H9J2
0.4503503,0.58602434,Q96G25
0.7810894,0.16427171,P46778
0.6874999,0.29600632,Q03167
0.75062984,0.17709318,Q9Y3U8
0.85287917,0.1182194,P62424
0.5161628,0.5756787,P30990
0.6054073,0.5099999,P21730
0.71074545,0.36199036,Q9HBA0
0.68004775,0.34090865,P41143
0.866876,0.15108189,P04350
0.8873114,0.0812321,P11940
0.7713607,0.21596834,Q93034
0.7382612,0.25663725,P09496
0.60152245,0.4647624,P42166
0.5984245,0.46785384,P42167
0.6068164,0.44598255,O76061
0.8971369,0.071402915,P62316
0.8271512,0.19142692,P68366
0.9151584,0.054949574,P84090
0.19502789,0.85430115,P49454
0.9051534,0.065962516,P52272
0.6799802,0.40261278,Q9NY65
0.847211,0.123228386,Q9UN86
0.896759,0.09677606,Q8TAQ2
0.3057806,0.69494075,O14617
0.3920769,0.6733511,O00299
0.5679672,0.5422162,P10523
0.8584753,0.12760217,O00505
0.4577303,0.6044282,P17066
0.6269929,0.4897578,P20396
0.47253758,0.60209805,P81605
0.59707946,0.533697,P22888
0.8412118,0.21221651,P0DPH7
0.15252878,0.8774229,Q8N983
0.68493867,0.3098143,O15085
0.86937803,0.12643771,Q71U36
0.88633543,0.08177776,O43143
0.30451766,0.5628045,Q86VZ4
0.48693243,0.5749272,Q68EM7
0.6062702,0.42161596,Q99829
0.33068514,0.6982083,O15160
0.4994959,0.47566807,P46779
0.5993629,0.5306941,Q9NYL9
0.8124691,0.1852745,Q5T5U3
0.8324511,0.106574416,P39019
0.31407824,0.7746163,P52429
0.8043126,0.18052594,Q9Y657
0.69249713,0.37411132,Q14739
0.64605516,0.3258882,Q9ULV1
0.43937725,0.60875934,Q15750
0.74581414,0.22074173,P50914
0.47616747,0.61068654,O00159
0.75297713,0.24138463,Q9H361
0.7004188,0.2883907,Q9NZN5
0.6606212,0.40902624,Q8N752
0.5806613,0.49349263,Q07021
0.88495004,0.091279216,Q99873
0.885698,0.10382463,P23527
0.77242273,0.18249632,P61247
0.88499254,0.08464124,Q9Y2W1
0.9005637,0.07919927,Q13310
0.7390338,0.2815536,P16989
0.6900327,0.29886386,O95782
0.80391526,0.13580343,P05387
0.84847146,0.12204273,P62277
0.2758692,0.83069444,P31040
0.75985336,0.20970327,Q9BPX5
0.41079482,0.6298517,Q9P2K8
0.82480997,0.15419155,Q8NC51
0.29268327,0.731139,O00203
0.8853164,0.14812666,Q9BQE3
0.5020552,0.5571794,Q9NQ92
0.8991187,0.09065198,Q8IUE6
0.82926637,0.15125374,P23588
0.82053864,0.11187594,P62888
0.4572535,0.5610491,Q9BXF6
0.8816779,0.104806475,Q92769
0.8035662,0.17215785,Q8WVC0
0.44084477,0.61056,P46060
0.50274724,0.5630744,P0DMV9
0.8014232,0.22950229,O60716
0.291063,0.7880731,P27694
0.7678461,0.18641749,Q9BUA3
0.8578421,0.11860082,P55209
0.9155117,0.055988263,O43390
0.85105574,0.12177655,Q6P3W7
0.84612393,0.13783997,Q14722
0.9108852,0.062233724,P52597
0.8805784,0.086891286,Q9NZI8
0.8074898,0.16502722,Q14004
0.88485897,0.08701821,O75533
0.69004965,0.3949238,P60660
0.8870188,0.0830321,Q13435
0.82898545,0.12910613,P62330
0.26951703,0.7662244,Q14137
0.83676547,0.09614272,P84098
0.613888,0.36804518,P05386
0.50060624,0.6010442,P07384
0.74502254,0.2577978,P25101
0.34576473,0.67842895,Q9NPE3
0.8453956,0.1033859,P62913
0.26762316,0.8034647,P17812
0.79902273,0.20194969,P0DP24
0.36988926,0.64832336,P19388
0.46848536,0.55495465,Q13163
0.6689861,0.3459277,Q9NP31
0.57435524,0.41396344,Q9HCE7
0.2618958,0.8672112,P09622
0.7827482,0.22573085,Q9UHL9
0.75483197,0.21864,Q9Y421
0.28190422,0.7523206,Q8WXW3
0.47477147,0.54995966,Q9NRM2
0.747519,0.23088773,Q8N7H5
0.6042354,0.41639137,Q12929
0.78618634,0.17506889,P61962
0.6981435,0.30763674,Q86Y01
0.820331,0.17276849,Q6UUV9
0.58570045,0.35201916,Q92837
0.59027565,0.44250846,Q7L5N1
0.45568934,0.5131411,Q8WXS3
0.2917308,0.77331626,P56192
0.8038832,0.13655417,P62249
0.8760007,0.14668885,P63261
0.59828013,0.4420203,P48643
0.89552325,0.1312359,Q9BVA1
0.8063795,0.19611901,O95819
0.7569981,0.24089286,P62805
0.848991,0.11907964,P62306
0.49496177,0.5356334,P57678
0.77372706,0.21241625,P51965
0.4230835,0.5861215,Q96B02
0.8479121,0.100976236,P46781
0.7599814,0.18587375,P62266
0.43453646,0.6762337,P27708
0.76903164,0.23110661,Q16531
0.36539048,0.68394357,Q96EY1
0.31334558,0.7486729,Q3ZCQ8
0.6922357,0.2987393,Q71UM5
0.5652807,0.58083683,Q15758
0.22065163,0.8948242,P55084
0.6696069,0.35762623,P17987
0.81760705,0.12904462,P26373
0.6301009,0.44253922,P31689
0.27459893,0.86277026,P00367
0.3570336,0.7007229,O43734
0.43556613,0.6307271,Q14257
0.7805705,0.3425784,Q8NHW3
0.6264103,0.32385874,P61513
0.37154263,0.66091585,P46087
0.6354111,0.3985758,P50990
0.3729156,0.68417543,Q9UL15
0.58053786,0.5812604,Q9H1R3
0.35948533,0.73479617,Q08380
0.366215,0.6679506,Q9NZL4
0.7832083,0.2746724,Q3ZCM7
0.42781934,0.62413317,O95816
0.385043,0.69835615,O94832
0.4541311,0.6339317,P58107
0.5501999,0.45104942,Q16637
0.6385227,0.3388253,Q92783
0.76605207,0.24404587,Q15303
0.9147412,0.056107264,P14866
0.5938634,0.44144,O00499
0.88394,0.11095833,Q9H3D4
0.6424116,0.39687794,Q14511
0.7508102,0.23543732,Q14155
0.7543218,0.2435962,P68036
0.5412087,0.47042894,Q9Y5X1
0.5943317,0.45349285,Q9H3M7
0.75555533,0.23390573,P49757
0.71735626,0.3871498,Q16621
0.38273898,0.6316662,O75113
0.7307237,0.29183125,O15350
0.46883166,0.6146525,Q16655
0.83838826,0.15031639,P24928
0.88240695,0.08411201,O43809
0.6885633,0.29525486,Q99962
0.6547762,0.35137728,Q9ULV8
0.32957932,0.66981405,Q8N0X7
0.7931105,0.25001803,P08151
0.6084635,0.39123976,O95835
0.45525348,0.55915654,Q13571
0.43188453,0.52619934,Q8N5I2
0.33895558,0.7360738,Q7Z434
0.71826315,0.30759293,Q96BR1
0.70429957,0.2703334,Q92997
0.74200416,0.24532375,O75317
0.45345464,0.5448873,Q99732
0.71878564,0.29301867,P62253
0.77191406,0.22089635,P61086
0.8844734,0.12322806,Q01860
0.42327082,0.60478175,Q969T9
0.4508045,0.5586642,Q8TDB6
0.7564318,0.22815163,Q9BT67
0.5154134,0.5344152,Q8NEA6
0.59609175,0.46371675,Q8N4S9
0.5232251,0.50223815,Q9UMX1
0.5809781,0.4527031,Q99961
0.67324984,0.3277759,Q96LR5
0.3792207,0.68540764,Q13546
0.41954142,0.5897501,Q96RF0
0.5053167,0.5122943,Q9NV92
0.8747367,0.09613474,Q15427
0.32091686,0.70245427,Q9C0F1
0.90247566,0.0691637,P50616
0.81963736,0.18349929,Q13469
0.36141798,0.6633808,O00506
0.35007313,0.66325176,P50221
0.21475929,0.880001,P34896
0.7850072,0.2215167,Q96JM7
0.6722616,0.32624322,A2RU48
0.5233254,0.46238434,Q8N9I9
0.56056565,0.42732096,Q96S79
0.81007165,0.18390697,Q92905
0.29495662,0.72842616,Q8N5R6
0.7713661,0.2590649,O94854
0.77559775,0.25408337,Q9UPN3
0.8051085,0.2743353,P52945
0.88846374,0.103117645,Q9UIG0
0.7811844,0.22493768,Q9UIA9
0.7147151,0.2751259,P36507
0.33748463,0.7334879,Q9NQW7
0.42086962,0.58694524,Q6P1W5
0.8738441,0.11901641,P15036
0.7643819,0.23818065,Q12968
0.46056968,0.64550066,P13686
0.34177962,0.694236,Q9P2H0
0.8315492,0.14382774,Q9Y566
0.2904608,0.75866973,Q8NEF9
0.52896684,0.49127793,Q8IW41
0.346278,0.6840391,Q9NYV6
0.33005542,0.68800914,P24278
0.8237886,0.20323485,Q15853
0.7536094,0.27192548,P49768
0.5183467,0.57329005,Q99959
0.8412765,0.1361661,P17544
0.8549907,0.14497063,P06400
0.83387977,0.17279568,Q02548
0.31687957,0.71848494,Q9Y250
0.40492395,0.6014336,Q9BYU1
0.38690367,0.6528248,O15499
0.43570957,0.57608473,Q2I0M5
0.55852437,0.42139372,O43257
0.64113176,0.3774088,P78424
0.4589194,0.55886686,Q9UBR4
0.286794,0.73501956,Q53FD0
0.42725876,0.6276329,Q13042
0.8372674,0.19178073,P14136
0.3173903,0.71549684,Q13352
0.63162506,0.38999367,Q86YW9
0.33647692,0.69098485,Q9P2G9
0.7118775,0.3257892,Q5VWP3
0.2624159,0.73917717,Q8IYX7
0.27941525,0.7318284,Q8IYA8
0.21911067,0.7635769,O95561
0.71258104,0.26603532,Q96EZ8
0.28901288,0.68974274,Q9BR84
0.36271027,0.66138846,P0C671
0.3359837,0.6878687,P52744
0.36382583,0.6587653,Q8TDR4
0.41689816,0.657164,Q9Y5K6
0.48638624,0.5706773,O75791
0.37458283,0.6883164,P11912
0.6200096,0.4282948,Q92918
0.38391685,0.6165398,Q7L591
0.62837404,0.40958944,P43405
0.37106976,0.6532345,Q96MX0
0.7481793,0.2390569,Q07889
0.5542556,0.48745817,Q08881
0.6932609,0.31661883,Q8N9N5
0.736537,0.2903462,P04626
0.7110549,0.29129475,Q13191
0.5471895,0.49259192,Q13094
0.35646364,0.6784224,P21854
0.7396227,0.26362908,Q99733
0.53782946,0.52865463,Q9GZY6
0.5198193,0.5279287,P30793
0.5407853,0.54565775,O00165
0.56212574,0.58726186,P00338
0.56594366,0.45946255,Q12789
0.48783728,0.5732854,Q9ULI4
0.14052716,0.8849952,O15078
0.8068572,0.19867271,O95644
0.44601884,0.6757423,Q99541
0.8675009,0.10984368,Q00535
0.4194689,0.61782175,Q13432
0.28114617,0.7492826,Q6DKK2
0.803725,0.19855036,Q9UER7
0.6039128,0.46007928,O60674
0.5576656,0.48923674,P21580
0.32793385,0.6919895,O75340
0.7344448,0.2838683,P62191
0.36745408,0.668304,O00463
0.59594417,0.45070744,O75460
0.7130935,0.32096642,P53041
0.24065529,0.79008275,Q99757
0.48255223,0.5635936,Q99828
0.6394826,0.37827072,O43399
0.5460352,0.46280074,Q9NRM7
0.6439756,0.40905893,Q12802
0.18974106,0.87708044,Q86WA8
0.86511534,0.1319246,Q03164
0.685792,0.32801908,Q96HN2
0.86282045,0.16460153,P45379
0.38013312,0.64805824,P54646
0.3504095,0.68836474,P47897
0.7234716,0.2647919,P63098
0.34699365,0.8202248,P09488
0.31671512,0.7322995,P19525
0.23027098,0.85124636,P35754
0.58873624,0.43785125,Q13114
0.32091472,0.6852459,Q8TDY2
0.8438837,0.15333073,Q14814
0.6682748,0.33339396,O75676
0.8633927,0.13372622,Q02078
0.5367955,0.44403064,Q16644
0.81699324,0.1899167,O75582
0.63702047,0.37902996,Q9BUB5
0.50139934,0.5201979,Q9HBH9
0.7704828,0.1992919,Q9H869
0.6007847,0.3892832,Q8NEM7
0.85666215,0.117224686,Q6PJG2
0.7258216,0.299125,Q15759
0.41052204,0.6330858,Q13501
0.7403692,0.28611737,P02686
0.4005357,0.61666626,Q9BRR9
0.43476662,0.6315324,O75147
0.36122733,0.6589547,Q9H0W5
0.37677178,0.6449735,Q14999
0.26416108,0.81502026,O94761
0.72108954,0.30921766,Q15256
0.3573591,0.72540724,Q9H211
0.46558413,0.59111696,P35236
0.5286236,0.4595322,Q05923
0.73430324,0.28657123,P54829
0.25252953,0.7415733,O75385
0.6535854,0.29610476,Q86TA1
0.37299564,0.65398026,Q9BR11
0.83716804,0.16409399,P49790
0.7136711,0.3318473,Q14318
0.846495,0.16511397,O75030
0.86848825,0.12744789,Q8NEZ4
0.610111,0.54884017,P16452
0.39879072,0.6296755,P53618
0.7391112,0.2818043,Q14765
0.854892,0.13392591,P41212
0.832273,0.17566223,P22415
0.47054908,0.5440745,Q86YT6
0.86694,0.15368621,Q99626
0.30188328,0.6963901,O95295
0.15344836,0.9381965,P09110
0.17438218,0.8480002,Q49A88
0.8252361,0.16844676,Q6IN85
0.8987001,0.070144914,Q13243
0.6712489,0.4126093,P02511
0.91169107,0.0567572,Q15717
0.664526,0.2664635,Q96F63
0.73386693,0.24306484,P36897
